palabra,pista,
macrocefala,adjetivo-inicia-con-m,
macrocefalo,cabezon/obstinado/testarudo/porfiado/cabezudo/terco/tozudo/cabezota,
macroscopica,adjetivo-inicia-con-m,
macroscopico,adjetivo-inicia-con-m,
macrura,adjetivo-inicia-con-m,
macruro,adjetivo-inicia-con-m,
macuca,adjetivo-inicia-con-m,
macuco,adjetivo-inicia-con-m,
macular,adjetivo-inicia-con-m,
macuquina,adjetivo-inicia-con-m,
macuquino,adjetivo-inicia-con-m,
maderable,adjetivo-inicia-con-m,
maderera,adjetivo-inicia-con-m,
maderero,lignario,
madianita,adjetivo-inicia-con-m,
madorosa,adjetivo-inicia-con-m,
madoroso,adjetivo-inicia-con-m,
madrera,adjetivo-inicia-con-m,
madrero,adjetivo-inicia-con-m,
madrigada,adjetivo-inicia-con-m,
madrigado,adjetivo-inicia-con-m,
madrigalesca,adjetivo-inicia-con-m,
madrigalesco,adjetivo-inicia-con-m,
madrilena,adjetivo-inicia-con-m,
madrileno,adjetivo-inicia-con-m,
madrinera,adjetivo-inicia-con-m,
madrinero,adjetivo-inicia-con-m,
madrugador,adjetivo-inicia-con-m,
madrugadora,adjetivo-inicia-con-m,
madura,adjetivo-inicia-con-m,
madurador,adjetivo-inicia-con-m,
maduradora,adjetivo-inicia-con-m,
madurativa,adjetivo-inicia-con-m,
madurativo,adjetivo-inicia-con-m,
maduro,ductil/lene/sosegado/elastico/inconsistente/blando/maleable/tranquilo/flojo/esponjoso/adulto/ligero/juicioso/dulce/blandengue/formado/longevo/agradable/reflexivo/madurado/viejo/suave/morbido/sesudo/provecto/anciano/formal/leve/mayor/muelle/fuelle/sensato/apacible/veterano/prudente/asentado/blanduzco/decano/florido/mullido/atinado/espigado/granado/flacido/sazonado/tierno/serio/flexible/desarrollado/razonable,
maestra,adjetivo-inicia-con-m,
maestral,adjetivo-inicia-con-m,
maestro,educador/experto/disertador/profesor/consejero/lider/musico/colegial/catedratico/celador/instructor/ensenante/monitor/tutor/escuelero/preceptor/perito/mentor/habil/pedagogo/conferenciante/consiliario/asesor/adiestrado/guia/lector/docente/guru/avezado/director espiritual,
mafiosa,adjetivo-inicia-con-m,
mafioso,adjetivo-inicia-con-m,
maga,espiritu/hada/ninfa/adivina/hechicera/bruja/encantadora/nigromantica,
maganto,adjetivo-inicia-con-m,
magdalenense,nombre/comun-inicia-con-m,
magenta,adjetivo-inicia-con-m,
magiar,nombre/comun-inicia-con-m,
magica,adjetivo-inicia-con-m,
magico,hechicero/oculto/cabalistico/nigromante/recondito/esoterico/secreto/brujo/misterioso/maravilloso/seductor/mago/fascinante/fascinador,
magister,nombre/comun-inicia-con-m,
magisterial,adjetivo-inicia-con-m,
magistral,adjetivo-inicia-con-m,
magna,adjetivo-inicia-con-m,
magnanima,adjetivo-inicia-con-m,
magnanimo,misericordioso/benevolente/complaciente/digno/desprendido/leal/romantico/favorecedor/fiel/humanitario/afable/generoso/altruista/distinguido/humano/amable/caballeroso/fraternal/caballero/clemente/caritativo/filantropo/bienintencionado/justo/esplendido/compasivo/bondadoso/desinteresado/virtuoso/quijotesco/liberal/afectuoso/benigno/cordial/apacible/bienhechor/conciliador/recto/abnegado/indulgente/cabal/tierno/paternal/benevolo/bueno,
magnesiana,adjetivo-inicia-con-m,
magnesiano,adjetivo-inicia-con-m,
magnetica,adjetivo-inicia-con-m,
magnetico,imantado/atractivo/hipnotico/seductor/sugestivo,
magnetofonica,adjetivo-inicia-con-m,
magnetofonico,adjetivo-inicia-con-m,
magnetomotriz,nombre/compuesto-inicia-con-m,
magnifica,adjetivo-inicia-con-m,
magnificador,adjetivo-inicia-con-m,
magnificadora,adjetivo-inicia-con-m,
magnificente,adjetivo-inicia-con-m,
magnifico,ostentoso/clarividente/excelso/inteligente/fenomenal/superior/extra/aparatoso/magistral/sobresaliente/admirable/soberbio/estupendo/maravilloso/excepcional/esplendido/importante/fastuoso/excelente/colosal/lucido/magnificente/egregio/imponente/genial/extraordinario/ejemplar/inmejorable/perspicaz/magno/brillante/suntuoso/sagaz/pomposo/optimo/bravo/lujoso/formidable/descollante/perfecto/fantastico/bueno,
magno,soberbio/colosal/excelso/egregio/magnifico,
magnum,nombre/compuesto-inicia-con-m,
mago,hechicero/cabalistico/nigromante/magico/zahori/misterioso/maravilloso/agorero/adivino/vidente/fascinante/oculto/secreto/brujo/augur/fascinador/recondito/esoterico/aruspice/seductor/jorguin/sibilino/profeta,
magra,adjetivo-inicia-con-m,
magro,adjetivo-inicia-con-m,
maguntina,adjetivo-inicia-con-m,
maguntino,adjetivo-inicia-con-m,
mahatense,nombre/comun-inicia-con-m,
mahometana,adjetivo-inicia-con-m,
mahometano,arabigo/sarraceno/ismaelita/agareno/islamita/islamico/arabe/musulman/moro,
mahometista,adjetivo-inicia-con-m,
maicera,adjetivo-inicia-con-m,
maicero,adjetivo-inicia-con-m,
maja,adjetivo-inicia-con-m,
majadera,adjetivo-inicia-con-m,
majadero,mostrenco/tontaina/patoso/estupido/ignorante/bruto/simple/bobo/necio/idiota/memo/zoquete/pasmado/rudo/zafio/imbecil/besugo/inculto/torpe/papanatas/pazguato/tarado/zote/babieca/bobalicon/tonto,
majareta,adjetivo-inicia-con-m,
majestosa,adjetivo-inicia-con-m,
majestoso,adjetivo-inicia-con-m,
majestuosa,adjetivo-inicia-con-m,
majestuoso,adjetivo-inicia-con-m,
majo,primoroso/bonito/legal/enrollado/trabucon/encantador/guapo/simpatico/elegante/bizarro/guapeton/hermoso/placentero/esplendido/lindo/macareno/excelente/cortejo/valeroso/noble/atractivo/fino/delicado/escultural/agraciado/precioso/gentil/bello/valiente/pimpollo/bueno,
mal,lesion/dolencia/entuerto/perjuicio/disculpa/excusa/damnificacion/trastorno/pesimo/deterioro/indisposicion/afeccion/ofensa/destruccion/lamentable/lastimoso/rotura/tremendo/horrible/patetico/arrechucho/maltrato/angustioso/achaque/ultraje/gotera/menoscabo/agravio/fatal/dano/enfermedad/desagradable/estropicio/penoso/averia/triste/desolador/injuria/deplorable/desesperante/pretexto/injusticia/detrimento/percance,
mala,adjetivo-inicia-con-m,
malabar,adjetivo-inicia-con-m,
malabarista,nombre/comun-inicia-con-m,
malacitana,adjetivo-inicia-con-m,
malacitano,adjetivo-inicia-con-m,
malaconsejada,adjetivo-inicia-con-m,
malaconsejado,adjetivo-inicia-con-m,
malacopterigio,adjetivo-inicia-con-m,
malacostumbrada,adjetivo-inicia-con-m,
malacostumbrado,adjetivo-inicia-con-m,
malagradecida,adjetivo-inicia-con-m,
malagradecido,adjetivo-inicia-con-m,
malaguena,adjetivo-inicia-con-m,
malagueno,adjetivo-inicia-con-m,
malandante,adjetivo-inicia-con-m,
malandrin,delincuente/forajido/canalla/facineroso/bandido/despreciable/malhechor,
malandrina,adjetivo-inicia-con-m,
malar,adjetivo-inicia-con-m,
malasangre,adjetivo-inicia-con-m,
malasia,adjetivo-inicia-con-m,
malasio,adjetivo-inicia-con-m,
malata,adjetivo-inicia-con-m,
malato,adjetivo-inicia-con-m,
malaui,adjetivo-inicia-con-m,
malavenida,adjetivo-inicia-con-m,
malavenido,adjetivo-inicia-con-m,
malaventurada,adjetivo-inicia-con-m,
malaventurado,adjetivo-inicia-con-m,
malaya,adjetivo-inicia-con-m,
malayo,adjetivo-inicia-con-m,
malcarada,adjetivo-inicia-con-m,
malcarado,adjetivo-inicia-con-m,
malcasada,adjetivo-inicia-con-m,
malcasado,adjetivo-inicia-con-m,
malconsiderada,adjetivo-inicia-con-m,
malconsiderado,adjetivo-inicia-con-m,
malcontenta,adjetivo-inicia-con-m,
malcontentadiza,adjetivo-inicia-con-m,
malcontentadizo,adjetivo-inicia-con-m,
malcontento,adjetivo-inicia-con-m,
malcriada,adjetivo-inicia-con-m,
malcriado,enfaldado/enmadrado/consentido/engreido/mimado,
maldecidor,adjetivo-inicia-con-m,
maldecidora,adjetivo-inicia-con-m,
maldiciente,adjetivo-inicia-con-m,
maldispuesta,adjetivo-inicia-con-m,
maldispuesto,adjetivo-inicia-con-m,
maldita,adjetivo-inicia-con-m,
maldito,endiablado/malvado/empecatado/perverso/dichoso/execrable/reprobo/detestable/condenado/malo/endemoniado,
maldiva,adjetivo-inicia-con-m,
maldivo,adjetivo-inicia-con-m,
maldosa,adjetivo-inicia-con-m,
maldoso,adjetivo-inicia-con-m,
maleante,nombre/comun-inicia-con-m,
malefica,adjetivo-inicia-con-m,
malefico,gafe/cenizo/aguafiestas/grunon,
maleolar,adjetivo-inicia-con-m,
maleta,nombre/comun-inicia-con-m,
malevola,adjetivo-inicia-con-m,
malevolo,maligno/malvado/inconveniente/empecatado/canalla/perfido/cabrito/perverso/cabron/malo/perjudicial/malintencionado/bribon,
malfadada,adjetivo-inicia-con-m,
malfadado,adjetivo-inicia-con-m,
malgache,adjetivo-inicia-con-m,
malgastador,adjetivo-inicia-con-m,
malgastadora,adjetivo-inicia-con-m,
malgeniada,adjetivo-inicia-con-m,
malgeniado,adjetivo-inicia-con-m,
malhablada,adjetivo-inicia-con-m,
malhablado,execrador/lenguaraz/deslenguado/blasfemante/irreverente/imprecador/renegador/maldiciente/murmurador/insolente/blasfemador/blasfemo/descarado/desvergonzado,
malhadada,adjetivo-inicia-con-m,
malhadado,adjetivo-inicia-con-m,
malhechor,delincuente/caballista/forajido/salteador/criminal/cuatrero/perverso/facineroso/malandrin/canalla/bandido/granuja/despreciable/ladron/bandolero/maleante,
malhechora,adjetivo-inicia-con-m,
malhumorada,adjetivo-inicia-con-m,
malhumorado,murmurador/colerico/excitable/impresionable/iracundo/grunon/irascible/rezongon/proteston/atrabiliario/irritable/cascarrabias,
mali,adjetivo-inicia-con-m,
maliciable,adjetivo-inicia-con-m,
maliciosa,adjetivo-inicia-con-m,
malicioso,ladino/viperino/malvado/canalla/perfido/enganoso/ruin/malo/depravado/fariseo/embustero/taimado/bellaco/bajo/picaro/hipocrita/farsante/maligno/perverso/rufian/vil/tramposo/solapado/retorcido/habil/bribon/sagaz/receloso/embaucador/desconfiado/astuto/venenoso/simulador/zorro/pillo,
maliensa,adjetivo-inicia-con-m,
maliense,adjetivo-inicia-con-m,
maligna,adjetivo-inicia-con-m,
maligno,malevolo/ladino/malvado/empecatado/canalla/perfido/ruin/malo/depravado/taimado/bellaco/atravesado/bajo/picaro/adverso/desfavorable/malicioso/diabolico/perverso/rufian/enemigo/avieso/vil/retorcido/nocivo/solapado/habil/tramposo/bribon/sagaz/receloso/esquinado/siniestro/desconfiado/asesino/astuto/perjudicial/zorro/pillo/danino,
malina,adjetivo-inicia-con-m,
malino,adjetivo-inicia-con-m,
malintencionada,adjetivo-inicia-con-m,
malintencionado,malevolo/penoso/inconveniente/mordaz/canalla/perfido/cabrito/doloroso/lacerante/cabron/malo/perjudicial/punzante/profundo/bribon/hiriente,
mallama,nombre/comun-inicia-con-m,
mallamita,nombre/comun-inicia-con-m,
mallorquin,adjetivo-inicia-con-m,
mallorquina,adjetivo-inicia-con-m,
malmandada,adjetivo-inicia-con-m,
malmandado,adjetivo-inicia-con-m,
malmaridada,adjetivo-inicia-con-m,
malmarrienta,adjetivo-inicia-con-m,
malmarriento,adjetivo-inicia-con-m,
malmirada,adjetivo-inicia-con-m,
malmirado,desacreditado/malquisto/discorde,
malnacida,adjetivo-inicia-con-m,
malnacido,adjetivo-inicia-con-m,
malnutrida,adjetivo-inicia-con-m,
malnutrido,adjetivo-inicia-con-m,
malo,adjetivo-inicia-con-m,
maloliente,adjetivo-inicia-con-m,
malparada,adjetivo-inicia-con-m,
malparado,estropeado/danado/maltrecho/maltratado/perjudicado,
malpensada,adjetivo-inicia-con-m,
malpensado,adjetivo-inicia-con-m,
malpigiacea,adjetivo-inicia-con-m,
malpigiaceo,adjetivo-inicia-con-m,
malqueriente,adjetivo-inicia-con-m,
malquista,adjetivo-inicia-con-m,
malquisto,malmirado/desacreditado/discorde,
malsana,adjetivo-inicia-con-m,
malsano,enfermizo/delicado/endeble/funesto/insano,
malsonante,adjetivo-inicia-con-m,
malsufrida,adjetivo-inicia-con-m,
malsufrido,adjetivo-inicia-con-m,
maltesa,adjetivo-inicia-con-m,
maltrabaja,nombre/comun-inicia-con-m,
maltrecha,adjetivo-inicia-con-m,
maltrecho,magullado/deshecho/tundido/descalabrado/golpeado/maltratado/apaleado/baldado/molido/herido/aporreado/estropeado/vapuleado/destrozado/malparado/quebrantado/danado/debilitado/perjudicado/dolorido,
maltusiana,adjetivo-inicia-con-m,
maltusiano,adjetivo-inicia-con-m,
maluca,adjetivo-inicia-con-m,
malucha,adjetivo-inicia-con-m,
malucho,adjetivo-inicia-con-m,
maluco,adjetivo-inicia-con-m,
malva,adjetivo-inicia-con-m,
malvacea,adjetivo-inicia-con-m,
malvaceo,adjetivo-inicia-con-m,
malvada,arpia/pecora/perfida/bruja/bicho/vibora,
malvado,malevolo/ladino/empecatado/canalla/perfido/maldito/ruin/malo/depravado/vibora/taimado/bellaco/miserable/facineroso/atravesado/bajo/granuja/condenado/picaro/animalucho/maligno/malicioso/perverso/alimana/rufian/avieso/bicharrango /pecora/bicharraco/vil/retorcido/solapado/tramposo/habil/execrable/bribon/sagaz/receloso/esquinado/sabandijo/siniestro/reprobo/desconfiado/detestable/astuto/zorro/pillo,
malversador,adjetivo-inicia-con-m,
malversadora,adjetivo-inicia-con-m,
mamador,adjetivo-inicia-con-m,
mamadora,adjetivo-inicia-con-m,
mamante,nombre/compuesto-inicia-con-m,
mamaria,adjetivo-inicia-con-m,
mamario,adjetivo-inicia-con-m,
mamarrachista,nombre/comun-inicia-con-m,
mamellada,adjetivo-inicia-con-m,
mamellado,adjetivo-inicia-con-m,
mamelonada,adjetivo-inicia-con-m,
mamelonado,adjetivo-inicia-con-m,
mamerta,adjetivo-inicia-con-m,
mamerto,adjetivo-inicia-con-m,
mamey,adjetivo-inicia-con-m,
mamifero,adjetivo-inicia-con-m,
mamiforme,adjetivo-inicia-con-m,
mamon,rorro/infante/bebe/lactante,
mamona,adjetivo-inicia-con-m,
mamosa,adjetivo-inicia-con-m,
mamoso,adjetivo-inicia-con-m,
mampuesta,adjetivo-inicia-con-m,
mampuesto,adjetivo-inicia-con-m,
mana,facultad/gracia/desenvoltura/capacidad/disposicion/arte/preparacion/idoneidad/destreza/practica/habilidad/experiencia/don/talento/adecuacion/adaptacion/soltura/posibilidades/genio/potencial/mano/aptitud,
manadera,adjetivo-inicia-con-m,
manadero,adjetivo-inicia-con-m,
mananera,adjetivo-inicia-con-m,
mananero,adjetivo-inicia-con-m,
manca,adjetivo-inicia-con-m,
manceba,adjetivo-inicia-con-m,
mancebo,trabajador/efebo/ayudante/zagal/chavea/adolescente/pollo/asalariado/mozo/joven/puber/doncel/dependiente/empleado/muchacho,
manchada,adjetivo-inicia-con-m,
manchadiza,adjetivo-inicia-con-m,
manchadizo,adjetivo-inicia-con-m,
manchado,espolvoreado/veteado/irisado/tordo/berrendo/salpicado/jaspeado/pintado,
manchega,adjetivo-inicia-con-m,
manchego,adjetivo-inicia-con-m,
manchosa,adjetivo-inicia-con-m,
manchoso,adjetivo-inicia-con-m,
mancillado,nombre/compuesto-inicia-con-m,
manco,adjetivo-inicia-con-m,
mancomun,nombre/compuesto-inicia-con-m,
mancomunada,nombre/compuesto-inicia-con-m,
mandadera,adjetivo-inicia-con-m,
mandadero,adjetivo-inicia-con-m,
mandante,nombre/comun-inicia-con-m,
mandarin,adjetivo-inicia-con-m,
mandarina,adjetivo-inicia-con-m,
mandibular,adjetivo-inicia-con-m,
mandinga,adjetivo-inicia-con-m,
mandria,nombre/comun-inicia-con-m,
manejable,adjetivo-inicia-con-m,
manera,adjetivo-inicia-con-m,
manero,adjetivo-inicia-con-m,
maneta,adjetivo-inicia-con-m,
maneto,adjetivo-inicia-con-m,
manganica,adjetivo-inicia-con-m,
manganico,adjetivo-inicia-con-m,
mangante,nombre/comun-inicia-con-m,
mangoneador,adjetivo-inicia-con-m,
mangoneadora,adjetivo-inicia-con-m,
mangonera,adjetivo-inicia-con-m,
mangonero,dominante/sargento/mandon/autoritario,
mangorrera,adjetivo-inicia-con-m,
mangorrero,adjetivo-inicia-con-m,
maniaca,adjetivo-inicia-con-m,
maniaco,adjetivo-inicia-con-m,
manialba,adjetivo-inicia-con-m,
manialbo,adjetivo-inicia-con-m,
maniatica,adjetivo-inicia-con-m,
maniatico,curioso/paranoico/extrano/antojadizo/perturbado/irregular/estrambotico/desacostumbrado/raro/singular/obseso/demente/excentrico/loco/atipico/rara/estrafalario/neurastenico/extraordinario/ido/chiflado/neurotico/extravagante/lunatico/chalado,
maniblanca,adjetivo-inicia-con-m,
maniblanco,adjetivo-inicia-con-m,
manicorta,adjetivo-inicia-con-m,
manicorto,adjetivo-inicia-con-m,
manida,adjetivo-inicia-con-m,
manido,visto/sobado/podrido/pasado/zarandeado/ajado/gastado/conocido/sabido/trillado,
maniega,adjetivo-inicia-con-m,
maniego,adjetivo-inicia-con-m,
manifestador,adjetivo-inicia-con-m,
manifestadora,adjetivo-inicia-con-m,
manifestante,nombre/comun-inicia-con-m,
manifestativa,adjetivo-inicia-con-m,
manifestativo,adjetivo-inicia-con-m,
manifiesta,adjetivo-inicia-con-m,
manifiesto,explicacion/visible/proclamacion/notorio/obvio/explicito/divulgado/exposicion/grafico/comunicacion/declaracion/informacion/fidedigno/afirmacion/sabido/testimonio/publico/descriptivo/claro/confesion/ostensible/fehaciente/revelacion/expreso/irrefutable/aparente/concreto/enunciacion/patente/evidente/expresivo/declarado/palmario/indiscutible/conocido,
manijera,adjetivo-inicia-con-m,
manijero,adjetivo-inicia-con-m,
manila,adjetivo-inicia-con-m,
manilarga,adjetivo-inicia-con-m,
manilargo,adjetivo-inicia-con-m,
manilena,adjetivo-inicia-con-m,
manileno,adjetivo-inicia-con-m,
manilense,adjetivo-inicia-con-m,
manilo,adjetivo-inicia-con-m,
maniobrera,adjetivo-inicia-con-m,
maniobrero,adjetivo-inicia-con-m,
maniobrista,adjetivo-inicia-con-m,
manipulador,adjetivo-inicia-con-m,
manipuladora,adjetivo-inicia-con-m,
maniquea,adjetivo-inicia-con-m,
maniqueo,adjetivo-inicia-con-m,
maniqui,nombre/comun-inicia-con-m,
manirrota,adjetivo-inicia-con-m,
manirroto,derrochador/gastoso/disipador/dilapidador/despilfarrador/gastador,
manizalita,nombre/comun-inicia-con-m,
mano,nombre/comun-inicia-con-m,
manometrica,adjetivo-inicia-con-m,
manometrico,adjetivo-inicia-con-m,
manosa,adjetivo-inicia-con-m,
manoseador,adjetivo-inicia-con-m,
manoseadora,adjetivo-inicia-con-m,
manoso,apanado/cachican/trucado/habilidoso/diestro/astuto/amanado/manitas/habil/manipulado,
manresana,adjetivo-inicia-con-m,
manresano,adjetivo-inicia-con-m,
mansa,adjetivo-inicia-con-m,
mansalva,nombre/compuesto-inicia-con-m,
mansionario,adjetivo-inicia-con-m,
manso,docil/obsecuente/cabestro/buey/disciplinado/adiestrado/amaestrado/vaco/domesticado/gobernable/domado/rendido/boyazo/obediente/cumplidor/manejable/sumiso,
mansuefacta,adjetivo-inicia-con-m,
mansuefacto,adjetivo-inicia-con-m,
mansurron,adjetivo-inicia-con-m,
mansurrona,adjetivo-inicia-con-m,
manta,nombre/compuesto-inicia-con-m,
manteador,adjetivo-inicia-con-m,
manteadora,adjetivo-inicia-con-m,
mantecada,adjetivo-inicia-con-m,
mantecado,adjetivo-inicia-con-m,
mantecosa,adjetivo-inicia-con-m,
mantecoso,lipoideo/grasoso/aceitoso,
mantelado,adjetivo-inicia-con-m,
mantenedor,adjetivo-inicia-con-m,
mantenedora,adjetivo-inicia-con-m,
mantenida,adjetivo-inicia-con-m,
mantenido,adjetivo-inicia-con-m,
mantequera,adjetivo-inicia-con-m,
mantequero,adjetivo-inicia-con-m,
mantuana,adjetivo-inicia-con-m,
mantuano,adjetivo-inicia-con-m,
mantuda,adjetivo-inicia-con-m,
mantudo,adjetivo-inicia-con-m,
manuable,adjetivo-inicia-con-m,
manual,adjetivo-inicia-con-m,
manuelina,adjetivo-inicia-con-m,
manuelino,adjetivo-inicia-con-m,
manufacturera,adjetivo-inicia-con-m,
manufacturero,adjetivo-inicia-con-m,
manuscrita,adjetivo-inicia-con-m,
manuscrito,adjetivo-inicia-con-m,
manzanera,adjetivo-inicia-con-m,
manzanero,adjetivo-inicia-con-m,
manzanil,adjetivo-inicia-con-m,
manzanita,nombre/compuesto-inicia-con-m,
mapuche,adjetivo-inicia-con-m,
maquiavelista,adjetivo-inicia-con-m,
maquilera,adjetivo-inicia-con-m,
maquilero,adjetivo-inicia-con-m,
maquinador,intrigante/urdidor/liante/enredador/lioso,
maquinadora,adjetivo-inicia-con-m,
maquinal,adjetivo-inicia-con-m,
maquinista,nombre/comun-inicia-con-m,
maracaibera,adjetivo-inicia-con-m,
maracaibero,adjetivo-inicia-con-m,
maracucha,adjetivo-inicia-con-m,
maracucho,adjetivo-inicia-con-m,
maragata,adjetivo-inicia-con-m,
maragato,adjetivo-inicia-con-m,
maranon,adjetivo-inicia-con-m,
maravillosa,adjetivo-inicia-con-m,
maravilloso,ostentoso/encantador/cautivador/admirable/hechicero/cabalistico/nigromante/grandioso/magico/amable/inefable/agradable/original/utopico/misterioso/proverbial/legendario/esplendido/mago/fabuloso/fascinante/fastuoso/deslumbrante/oculto/rocambolesco/excelente/divino/secreto/brujo/babilonico/unico/genial/extraordinario/delicioso/mitico/magnifico/sugestivo/fascinador/sublime/inverosimil/recondito/esoterico/adorable/lujoso/formidable/seductor/prodigioso/quimerico,
marcada,adjetivo-inicia-con-m,
marcado,afectado/acentuado/impresionado/dibujado/traumatizado/perceptible/acusado/destacado/pronunciado,
marcador,contador/registrador/senalador/grabador/tanteador,
marcadora,adjetivo-inicia-con-m,
marcelianista,adjetivo-inicia-con-m,
marcera,adjetivo-inicia-con-m,
marcero,adjetivo-inicia-con-m,
marcescente,adjetivo-inicia-con-m,
marchante,nombre/comun-inicia-con-m,
marchita,adjetivo-inicia-con-m,
marchitable,adjetivo-inicia-con-m,
marchito,languido/decrepito/abrasado/decaido/seco/agostado/flojo/enfermizo/chuchurrido/enclenque/quemado/debil/demacrado/arido/demudado/fragil/achacoso/livido/valetudinario/palido/delicado/descompuesto/desfigurado/laxo/mustio/cadaverico/flacido/lacio/descolorido,
marchosa,adjetivo-inicia-con-m,
marchoso,chistoso/jaranero/alborotador/entretenido/festivo/jacarandoso/juerguista/cachondo/vividor/animado/follonero/bullicioso/parrandero,
marcia,adjetivo-inicia-con-m,
marcial,adjetivo-inicia-con-m,
marciana,adjetivo-inicia-con-m,
marciano,alienigena/extraterrestre,
marcio,adjetivo-inicia-con-m,
marcionista,adjetivo-inicia-con-m,
marcomana,adjetivo-inicia-con-m,
marcomano,adjetivo-inicia-con-m,
mareada,adjetivo-inicia-con-m,
mareado,adjetivo-inicia-con-m,
mareador,adjetivo-inicia-con-m,
mareadora,adjetivo-inicia-con-m,
mareante,adjetivo-inicia-con-m,
maremotriz,adjetivo-inicia-con-m,
mareomotriz,adjetivo-inicia-con-m,
mareosa,adjetivo-inicia-con-m,
mareoso,adjetivo-inicia-con-m,
marera,adjetivo-inicia-con-m,
marero,adjetivo-inicia-con-m,
marfilena,adjetivo-inicia-con-m,
marfileno,eburneo,
marginada,adjetivo-inicia-con-m,
marginado,incomunicacion/apartado/aislado/separado/arrinconado/retirado,
marginal,adjetivo-inicia-con-m,
margosa,adjetivo-inicia-con-m,
margoso,adjetivo-inicia-con-m,
marialabajense,nombre/comun-inicia-con-m,
mariana,adjetivo-inicia-con-m,
mariano,adjetivo-inicia-con-m,
maricon,adjetivo-inicia-con-m,
maridal,adjetivo-inicia-con-m,
marina,adjetivo-inicia-con-m,
marinera,adjetivo-inicia-con-m,
marinerada,adjetivo-inicia-con-m,
marinerado,adjetivo-inicia-con-m,
marinero,nauta/navegante/botero/batelero/barquero/timonel/lanchero/remero/grumete,
marinesca,adjetivo-inicia-con-m,
marinesco,adjetivo-inicia-con-m,
marinista,adjetivo-inicia-con-m,
marino,empapado/maritimo/fluvial/aguado/oceanico/naval/hidrologico/acuoso/acuatico/mojado/fluido/nautico/transatlantico/humedo,
marioso,adjetivo-inicia-con-m,
maripense,nombre/comun-inicia-con-m,
mariposado,adjetivo-inicia-con-m,
mariscador,adjetivo-inicia-con-m,
mariscadora,adjetivo-inicia-con-m,
marisquera,adjetivo-inicia-con-m,
marisquero,adjetivo-inicia-con-m,
marista,adjetivo-inicia-con-m,
marital,adjetivo-inicia-con-m,
maritima,adjetivo-inicia-con-m,
maritimo,empapado/fluvial/aguado/oceanico/naval/marino/hidrologico/acuoso/acuatico/mojado/fluido/nautico/transatlantico/humedo,
marmellada,adjetivo-inicia-con-m,
marmellado,adjetivo-inicia-con-m,
marmolista,nombre/comun-inicia-con-m,
marmorea,adjetivo-inicia-con-m,
marmoreo,adjetivo-inicia-con-m,
marmorosa,adjetivo-inicia-con-m,
marmoroso,adjetivo-inicia-con-m,
maronita,nombre/comun-inicia-con-m,
marquetense,nombre/comun-inicia-con-m,
marquilla,nombre/compuesto-inicia-con-m,
marquista,nombre/comun-inicia-con-m,
marraja,adjetivo-inicia-con-m,
marrajo,adjetivo-inicia-con-m,
marrana,adjetivo-inicia-con-m,
marrano,chon/lechon/puerco/gorrino/chancho/guarro/cerdo/cochino,
marrida,adjetivo-inicia-con-m,
marrido,adjetivo-inicia-con-m,
marron,adjetivo-inicia-con-m,
marroqui,adjetivo-inicia-con-m,
marrueca,adjetivo-inicia-con-m,
marrueco,adjetivo-inicia-con-m,
marrullera,adjetivo-inicia-con-m,
marrullero,adjetivo-inicia-con-m,
marsa,adjetivo-inicia-con-m,
marsellense,nombre/comun-inicia-con-m,
marshalesa,adjetivo-inicia-con-m,
marso,adjetivo-inicia-con-m,
marsupial,adjetivo-inicia-con-m,
martillador,adjetivo-inicia-con-m,
martilladora,adjetivo-inicia-con-m,
martin,nombre/compuesto-inicia-con-m,
martinenco,adjetivo-inicia-con-m,
martir,nombre/comun-inicia-con-m,
martirial,adjetivo-inicia-con-m,
martirizador,adjetivo-inicia-con-m,
martirizadora,adjetivo-inicia-con-m,
marucha,adjetivo-inicia-con-m,
marucho,adjetivo-inicia-con-m,
marulandense,nombre/comun-inicia-con-m,
marxista,adjetivo-inicia-con-m,
marzal,adjetivo-inicia-con-m,
masageta,adjetivo-inicia-con-m,
masajista,nombre/comun-inicia-con-m,
masamuda,adjetivo-inicia-con-m,
mascabado,nombre/compuesto-inicia-con-m,
mascada,adjetivo-inicia-con-m,
mascador,adjetivo-inicia-con-m,
mascadora,adjetivo-inicia-con-m,
mascara,nombre/comun-inicia-con-m,
masculina,adjetivo-inicia-con-m,
masculino,adjetivo-inicia-con-m,
masetero,adjetivo-inicia-con-m,
masica,adjetivo-inicia-con-m,
masico,adjetivo-inicia-con-m,
masiena,adjetivo-inicia-con-m,
masieno,adjetivo-inicia-con-m,
masila,adjetivo-inicia-con-m,
masilia,adjetivo-inicia-con-m,
masiliense,adjetivo-inicia-con-m,
masilio,adjetivo-inicia-con-m,
masilo,adjetivo-inicia-con-m,
masiva,adjetivo-inicia-con-m,
masivo,adjetivo-inicia-con-m,
masoquista,adjetivo-inicia-con-m,
masticador,adjetivo-inicia-con-m,
masticadora,adjetivo-inicia-con-m,
masticatoria,adjetivo-inicia-con-m,
masticatorio,adjetivo-inicia-con-m,
mastiena,adjetivo-inicia-con-m,
mastieno,adjetivo-inicia-con-m,
mastuerzo,adjetivo-inicia-con-m,
matada,adjetivo-inicia-con-m,
matado,adjetivo-inicia-con-m,
matador,espada/estoqueador/torero/diestro,
matadora,adjetivo-inicia-con-m,
